39.49606,14.57689
39.49606,14.57685
39.49604,14.57683
39.49603,14.57679
39.49603,14.57673
39.49605,14.57669
39.49607,14.57665
39.49608,14.5766
39.4961,14.57655
39.49611,14.57651
39.49611,14.57648
39.49611,14.57645
39.49611,14.57642
39.49609,14.57639
39.49607,14.57635
39.49605,14.57631
39.49603,14.57628
39.496,14.57623
39.49599,14.57619
39.496,14.57617
39.49598,14.57613
39.49597,14.57609
39.49596,14.57606
39.49597,14.57603
39.49597,14.57601
39.49596,14.57596
39.49594,14.57593
39.49592,14.5759
39.49588,14.57586
39.49584,14.57585
39.4958,14.57584
39.49578,14.57583
39.4958,14.57584
39.49582,14.57585
39.49581,14.57584
39.4958,14.57584
39.49577,14.57583
39.49579,14.57584
39.49581,14.57584
39.49583,14.57584
39.49585,14.57584
39.49585,14.57583
39.49587,14.57582
39.49588,14.57581
39.49588,14.57579
39.4959,14.57578
39.49591,14.57576
39.49591,14.57574
39.49593,14.57573
39.49596,14.57571
39.49599,14.57568
39.49603,14.57564
39.49607,14.57562
39.4961,14.5756
39.49614,14.57558
39.49616,14.57557
39.4962,14.57555
39.49622,14.57558
39.49621,14.57557
39.49618,14.57557
39.49617,14.57557
39.49614,14.57558
39.49615,14.57562
39.49614,14.57566
39.49613,14.5757
39.49614,14.57575
39.49614,14.57578
39.49612,14.57581
39.49611,14.57585
39.49609,14.57586
39.49607,14.57589
39.49607,14.57592
39.49606,14.57594
39.49603,14.57596
39.496,14.57598
39.49598,14.57597
39.49597,14.57599
39.49594,14.57599
39.49592,14.57598
39.49589,14.57598
39.49584,14.57597
39.49582,14.57596
39.49578,14.57596
39.49577,14.57595
39.49573,14.57593
39.4957,14.57592
39.49568,14.5759
39.49568,14.5759
39.49568,14.57592
39.49567,14.57593
39.49566,14.57593
39.49565,14.57592
39.49562,14.57593
39.49563,14.57594
39.49563,14.57594
39.49561,14.57596
39.49559,14.576
39.4956,14.57602
39.49563,14.57601
39.49563,14.57602
39.49565,14.57602
39.49568,14.57603
39.49569,14.57605
39.49571,14.57607
39.49573,14.57608
39.49575,14.57612
39.49576,14.57614
39.4958,14.57618
39.49581,14.57621
39.49584,14.57622
39.49587,14.57624
39.49592,14.57625
39.49601,14.57626
39.49609,14.57629
39.49614,14.57631
39.49619,14.57634
39.49623,14.57635
39.49628,14.57636
39.49635,14.57636
